building_name	bldg_id	no_of_cluster_spec_rms_reported	geo_dist	org_id	prek_cap	incl_class	no_of_cluster_rms_needed	organization_name	enroll	target_capacity	target_utilization
P.S. 236 - K**	K236	3	22	K236	36		6	P.S. 236 - K	531	555	105
P.S. 236 TRANSPORTABLE - K	K975		22	K236				P.S. 236 - K	50		
I.S. 240 - K	K240	4	22	K240			0	I.S. 240 - K	916	1526	60
P.S. 245 - K	K735	3	22	K245	18		3	P.S. 245 - K	296	299	99
P.S. 251 - K	K251	4	22	K251	54		3	P.S. 251 - K	573	596	96
P.S. 254 - K	K254	3	22	K254	53		3	P.S. 254 - K	700	572	122
P.S. 255 - K	K255	3	22	K255	51		4	P.S. 255 - K	868	677	128
P.S. 269 - K	K269	2	22	K269	0		3	P.S. 269 - K	397	748	53
P.S. 277 - K	K277	2	22	K277	36		3	P.S. 277 - K	461	428	108
I.S. 278 - K	K278	13	22	K278			0	I.S. 278 - K	1073	1311	82
P.S. 312 - K	K312	6	22	K312	70		4	P.S. 312 - K	909	854	106
P.S. 152 - K**	K152	4	22	K315	64		8	P.S. 315 - K	745	715	118
P.S. 152 TRANSPORTABLE - K	K927		22	K315				P.S. 315 - K	96		
P.S. 326 - K	K852	0	22	K326	12		2	P.S. 326 - K	219	133	165
P.S. 361  (OLD 89) - K	K864	6	22	K361	68		3	P.S. 361 - K	443	501	88
P.S. 361 MINISCHOOL - K	K869		22	K361				P.S. 361 - K	200	160	125
P.S. 197 - K	K197	10	22	K381			0	I.S. 381 - K	376	538	70
MIDWOOD HS - K	K405	31	22	K405			0	MIDWOOD HS - K	3877	2431	159
MIDWOOD HS ADDITION - K	K705		22	K405				MIDWOOD HS - K	0	0	
JAMES MADISON HS - K	K425	15	22	K425			0	JAMES MADISON HS - K	3055	2288	134
LEON GOLDSTEIN HS - K	K535		22	K468				KINGSBOROUGH EARLY COLLEGE SCHOOL	0	0	
SHEEPSHEAD BAY HS - K	K495	20	22	K495			0	SHEEPSHEAD BAY HS - K	1124	1328	85
LEON GOLDSTEIN HS - K	K535	12	22	K535			0	LEON GOLDSTEIN HS - K	1046	810	129
BKLYN COLL ACAD (AT BKLYN COLL)-K	K555		22	K555				BROOKLYN COLLEGE ACADEMY - K	306	143	214
SHEEPSHEAD BAY HS - K	K495	1	22	K611			0	ORIGINS HIGH SCHOOL	85	152	56
SHEEPSHEAD BAY HS - K	K495	0	22	K630			0	PROFESSIONAL PATHWAYS HIGH SCHOOL	105	342	31
SHEEPSHEAD BAY HS - K	K495	0	22	K738			0	NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III	128	188	68
SHEEPSHEAD BAY HS - K	K495	1	22	K739			0	NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III	120	203	59
P.S. 236 - K**	K236		22	K771				K771 SPED - K	52	56	93
I.S. 14 - K	K014		22	K811		"#"		K811 SPED - K	12	0	0
P.S. 811 (OLD P286) - K	K286		22	K811	0		0	K811 SPED - K	302	323	93
SHEEPSHEAD BAY HS - K	K495		22	K811		"#"		K811 SPED - K	6	0	0
CUNY RESEARCH VESSEL - K	K999		22	K999				CUNY RESEARCH VESSEL - K			
SHEEPSHEAD BAY HS - K	K495		22	KCBO				C.B.O. - K			
SHEEPSHEAD BAY HS - K	K495		22	KUFT				UFT USE - K			
P.S. 12 - K	K012	2	23	K012	18		2	P.S. 12 - K	211	538	39
P.S. 41 - K	K041	5	23	K041	36		3	P.S. 41 - K	553	826	67
P.S. 73 - K	K073	3	23	K073	0		2	P.S. 73 - K	196	449	44
P.S. 178 - K	K178		23	K077		*		K077 SPED - K	44	51	86
P.S. 137 - K	K137	2	23	K137	18		3	P.S. 137 - K	294	437	67
P.S./I.S. 323 - K	K263		23	K140				K140 SPED - K	47	42	112
P.S. 150 - K	K150	2	23	K150	0		2	P.S. 150 - K	213	297	72
P.S. 155 - K	K155	2	23	K155	35		3	P.S. 155 - K	511	774	66
P.S. 156 - K	K356	6	23	K156	36		4	P.S. 156 - K	784	764	103
P.S. 165 - K	K165	4	23	K165	36		3	P.S. 165 - K	472	560	84
P.S. 178 - K	K178	4	23	K178	16		3	P.S. 178 - K	380	723	53
P.S. 178 AX (BED STUY ECC 1)-K	K854		23	K178				P.S. 178 - K	79	159	50
P.S. 184 - K	K184	5	23	K184	51		3	P.S. 184 - K	571	812	70
P.S. 284 - K	K284	3	23	K284	35		3	P.S. 284 - K	587	683	86
P.S. 298 - K	K298	4	23	K298	36		3	P.S. 298 - K	297	516	58
P.S./I.S. 323 - K	K263	4	23	K323	36		3	P.S./I.S. 323 - K	451	659	68
P.S. 327 (TANDEM K396-D75)-K	K327	4	23	K327	36		3	P.S. 327 - K	634	821	77
P.S. 332 - K	K332	1	23	K332	0		1	P.S. 332 - K	23	20	115
P.S. 298 - K	K298	1	23	K363			0	I.S. 363 - K	120	189	63
P.S. 156 - K	K356	4	23	K392			0	I.S. 392 - K	266	360	74
HS FOR PUBLIC SERVICE-ENY - K	K894	1	23	K395			0	ROADS CHARTER SCHOOL I	203	313	65
P.S. 396 (TANDEM K327-D23) - K	K396		23	K396	0		0	K396 SPED - K	214	228	94
P.S. 332 - K	K332	0	23	K401	36		2	CHRISTOPHER AVENUE COMMUNITY SCHOOL - K	244	320	76
P.S. 183 - K	K183	1	23	K446	52		3	P.S. 446 - K	269	263	102
P.S. 12 - K	K012	2	23	K484			0	I.S. 484 - K	146	323	45
I.S. 55 - K	K055	12	23	K493			0	I.S. 493 - K	387	724	53
TEACHERS PREP HS(OL REDIRECTION)-K	K175	2	23	K514			0	FREDERICK DOUGLAS ACAD VII HS - K	328	414	79
I.S. 275 - K	K275	4	23	K518			0	I.S. 518 - K	233	428	54
I.S. 271 - K	K271	4	23	K522			0	I.S. 522 - K	204	464	44
P.S. 73 - K	K073	0	23	K599	32		1	BROOKLYN LANDMARK ELEMENTARY SCHOOL	148	197	75
I.S. 55 - K	K055	3	23	K626	0		3	ACHIEVEMENT FIRST CHARTER SCL - K	614	667	92
P.S. 183 - K	K183	1	23	K631	0		1	GENL D CHAPPIE ELEMTARY - K	95	146	65
P.S. 183 - K	K183	2	23	K634			0	GEN'L D. CHAPPIE JAMES MIDDL SCL-K	87	111	78
I.S. 275 - K	K275	1	23	K643			0	BROOKLYN DEMOCRACY ACADEMY - K	198	284	70
I.S. 271 - K	K271	3	23	K644			0	EAGLE ACAD YOUNG MEN AT OCEAN - K	513	716	72
HS FOR PUBLIC SERVICE-ENY - K	K894	1	23	K646			0	ASPIRATIONS DIPLOMA HS - K	241	320	75
I.S. 275 - K	K275	1	23	K647			0	METRO DIPLOMA PLUS - K	188	268	70
P.S. 73 - K	K073	0	23	K664			0	BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)	52	175	30
P.S. 183 - K	K183	0	23	K668			0	RIVERDALE AVENUE MIDDLE SCHOOL	49	150	33
P.S./I.S. 323 - K	K263	2	23	K671			0	M.S. 671 - K	213	430	50
TEACHERS PREP HS(OL REDIRECTION)-K	K175	4	23	K697			0	TEACHERS PREP (HS LVL) - K	458	682	67
P.S. 150 - K	K150	3	23	K710	0		3	BROWNSVILLE COLLEGIATE CHARTER SCHOOL - K	299	431	69
I.S. 275 - K	K275	5	23	K711	0		3	LEADERSHIP PREP BROWNSVILLE CHARTER - K	405	499	81
P.S. 284 - K	K284		23	K711				LEADERSHIP PREP BROWNSVILLE CHARTER - K	81	133	61
P.S. 332 - K	K332	2	23	K775	0		3	UC LEADERSHIP PREP OCEAN HILL - K	486	416	117
I.S. 271 - K	K271	0	23	K777	0		3	OCEANHILL COLLEGIATE CHARTER SCHL - K	256	308	83
P.S. 41 - K	K041		23	KCBO				COMMUNITY BASED ORGANIZATION - K			
I.S. 271 - K	K271		23	KCBO				CAMBA BEACON PROGRAM-BROOKLYN			
I.S. 271 - K	K271		23	KSFS				FOOD SERVICES - K			
PASSAGES ACADEMY (CROSSROADS) - K	K993		23	X695				PASSAGES ACADEMY(CROSSROADS) - K			
I.S. 5 - Q	Q005	13	24	Q005			0	I.S. 5 - Q	1620	1537	105
P.S. 7 - Q	Q007	1	24	Q007	0		4	P.S. 7 - Q	1121	835	134
I.S. 5 - Q	Q005		24	Q009		*		Q009 SPED - Q	111	141	79
P.S. 9 (W REED SCHOOL) - Q	Q009		24	Q009	0		0	Q009 SPED - Q	162	187	87
P.S. 58 - Q	Q058		24	Q009				Q009 SPED - Q	78	93	84
P.S. 12 - Q	Q012	0	24	Q012	0		5	P.S. 12 - Q	1280	870	147
P.S. 13 - Q	Q013	8	24	Q013	0		5	P.S. 13 - Q	1607	1302	123
P.S. 14 - Q	Q014	3	24	Q014	0		5	P.S. 14 - Q	1439	1164	124
P.S. 14 ANNEX - Q	Q322		24	Q014				P.S. 14 - Q	250	173	145
P.S. 16 (OLD Q721 SPED) - Q	Q721	2	24	Q016	0		5	P.S. 16 - Q	1619	1134	143
P.S. 19 - Q**	Q019	2	24	Q019	0		10	P.S. 19 - Q	1391	1152	142
P.S./I.S. 269 - Q	Q269		24	Q019				P.S. 19 - Q	100	116	86
P.S. 19 MINISCHOOL - Q	Q819		24	Q019				P.S. 19 - Q	220	204	108
P.S. 19 TRANSPORTABLE - Q	Q914		24	Q019				P.S. 19 - Q	250		
P.S. 28 (ECC) - Q	Q028	0	24	Q028	34		3	P.S. 28 - Q	553	328	169
P.S./I.S. 49 - Q	Q049	4	24	Q049	0		4	P.S. 49 - Q	1116	788	142
P.S. 58 - Q	Q058	6	24	Q058	0		4	P.S. 58 - Q	987	1050	94
I.S. 61 - Q	Q061	16	24	Q061			0	I.S. 61 - Q	2354	2003	118
P.S. 68 - Q	Q068	3	24	Q068	36		4	P.S. 68 - Q	777	713	109
P.S. 71 - Q	Q071	4	24	Q071	0		4	P.S. 71 - Q	945	918	103
I.S. 73 - Q	Q073	8	24	Q073			0	I.S. 73 - Q	1708	1568	109
I.S. 73 MINISCHOOL - Q	Q873		24	Q073				I.S. 73 - Q	0	0	
P.S. 75 (R PEARY SCHOOL)-QUEENS	Q075		24	Q075	0		0	Q075 SPED - Q	178	212	84
P.S. 88 - Q	Q088		24	Q075		"#"		Q075 SPED - Q	8	0	0
I.S. 93 - Q	Q093		24	Q075		"#"		Q075 SPED - Q	15	0	0
P.S. 239 - Q	Q239		24	Q075		*		Q075 SPED - Q	56	54	104
P.S. 88 ANNEX - Q	Q876		24	Q075				Q075 SPED - Q			
I.S. 77 - Q	Q849	5	24	Q077			0	I.S. 77 - Q	1083	1421	76
P.S. 81 - Q**	Q081	4	24	Q081	0		8	P.S. 81 - Q	814	686	128
P.S. 81 ANNEX (OLD 75) - Q	Q848		24	Q081				P.S. 81 - Q	150	120	125
P.S. 81 TRANSPORTABLE - Q	Q917		24	Q081				P.S. 81 - Q	62		
P.S. 87 - Q	Q087	2	24	Q087	72		3	P.S. 87 - Q	570	631	90
P.S. 88 - Q	Q088	4	24	Q088	72		4	P.S. 88 - Q	1110	928	120
P.S. 89 - Q	Q089	1	24	Q089	0		5	P.S. 89 - Q	1981	1328	149
P.S. 91 - Q	Q091	7	24	Q091	36		4	P.S. 91 - Q	835	827	101
I.S. 93 - Q	Q093	8	24	Q093			0	I.S. 93 - Q	1197	1518	79
P.S./I.S. 102 - Q	Q102	6	24	Q102	0		4	P.S. 102 - Q	1239	1139	109
P.S. 841- Q	Q841	1	24	Q110	0		1	P.S. 110 - Q	140	227	62
P.S./I.S. 113 - Q	Q113	4	24	Q113	0		4	P.S. 113 - Q	971	823	118
I.S. 119 - Q	Q119	7	24	Q119	0		4	I.S. 119 - Q	1055	1045	101
I.S. 125 - Q**	Q125	10	24	Q125	0		10	I.S. 125 - Q	1170	1253	110
I.S. 125 MINISCHOOL - Q	Q825		24	Q125				I.S. 125 - Q	354	327	108
I.S. 125 TRANSPORTABLE - Q	Q947		24	Q125				I.S. 125 - Q	210		
P.S. /I.S. 128 - Q	Q247	3	24	Q128	0		4	P.S. 128 - Q	682	617	111
P.S. 128 ANNEX - Q	Q878		24	Q128				P.S. 128 - Q	227	137	166
P.S. 143 - Q**	Q143	2	24	Q143	0		10	P.S. 143 - Q	1161	826	159
P.S. 143 MINISCHOOL - Q	Q843		24	Q143				P.S. 143 - Q	225	248	91
P.S. 143 ANNEX - Q	Q908		24	Q143				P.S. 143 - Q	275	213	129
P.S. 143 TRANSPORTABLE - Q	Q937		24	Q143				P.S. 143 - Q	150		
P.S. 153 - Q	Q153	2	24	Q153	34		5	P.S. 153 - Q	1454	1166	125
P.S. 199 - Q**	Q199	0	24	Q199	0		8	P.S. 199 - Q	653	551	137
P.S. 199 ANNEX (@ ST. TERESA'S)-Q	Q777		24	Q199				P.S. 199 - Q	100	107	93
P.S. 841- Q	Q841		24	Q199				P.S. 199 - Q	115	64	180
P.S. 199 TRANSPORTABLE - Q	Q938		24	Q199				P.S. 199 - Q	100		
P.S./I.S. 269 - Q	Q269	2	24	Q211	0		1	ELM TREE ELEMENTARY SCHOOL	145	207	70
P.S. 229 - Q	Q229	2	24	Q229	36		5	P.S. 229 - Q	1549	1203	129
NEWTOWN HS - Q	Q455	0	24	Q236			0	INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES	50	88	57
P.S. 239 - Q	Q239	2	24	Q239	36		3	P.S. 239 - Q	590	600	98
P.S. 88 ANNEX - Q	Q876		24	Q239				P.S. 239 - Q	106	97	109
P.S. 7 - Q	Q007		24	Q255				Q255 SPED - Q	79	68	116
P.S. /I.S. 128 - Q	Q247		24	Q255				Q255 SPED - Q	29	39	74
P.S. 307- Q	Q260		24	Q255				Q255 SPED - Q	34	50	68
QUEENS HIGH SCHOOL COMPLEX - Q	Q735	3	24	Q264			0	ACADEMY OF FIN. AND ENTERPRISE- Q	467	373	125
QUEENS HIGH SCHOOL COMPLEX - Q	Q735	3	24	Q267			0	HS OF APPLIED COMMUNICATION-Q	421	334	126
I.S. 73 - Q	Q073		24	Q290				P.S. 290 - Q	0	0	
I.S. 73 MINISCHOOL - Q	Q873	0	24	Q290	0		3	P.S. 290 - Q	278	280	99
ELMHURST EDUCATIONAL CAMPUS - Q	Q744	10	24	Q293			0	CIVIC LEADERSHIP ACADEMY - Q	453	540	84
ELMHURST EDUCATIONAL CAMPUS - Q	Q744	7	24	Q296			0	PAN AMERICAN INTERNATIONAL HS -QUEENS	367	489	75
QUEENS HIGH SCHOOL COMPLEX - Q	Q735	15	24	Q299			0	BARD HS EARLY COLLEGE II - Q	600	643	93
P.S. 245 ECC (@ SENECA AVE) - Q	Q245	2	24	Q305	18		3	P.S. 305 - Q	415	310	134
P.S. 307- Q	Q260	3	24	Q307	0		4	P.S. 307 - Q	974	770	126
ELMHURST EDUCATIONAL CAMPUS - Q	Q744	1	24	Q311			0	CORONA ARTS AND SCIENCES ACADEMY	100	107	93
P.S. 330 - Q	Q287	3	24	Q330	0		3	P.S. 330 - Q	381	373	102
NEWTOWN HS - Q	Q455	30	24	Q455			0	NEWTOWN HS - Q	2003	2243	89
GROVER CLEVELAND HS - Q	Q485	28	24	Q485			0	GROVER CLEVELAND HS - Q	1869	2223	84
MIDDLE COLLEGE CAMPUS - Q	Q520	5	24	Q520			0	MIDDLE COLLEGE HIGH SCHOOL - Q	495	339	146
INTERNATIONAL HS (BLDG M @LAGUA)-Q	Q530		24	Q520				MIDDLE COLLEGE HIGH SCHOOL - Q	0	0	
R. F. WAGNER SEC SCL ARTS & TECH-Q	Q891		24	Q520				MIDDLE COLLEGE HIGH SCHOOL - Q	0	0	
MIDDLE COLLEGE CAMPUS - Q	Q520	5	24	Q530			0	INTERNATIONAL HS - Q	503	304	165
INTERNATIONAL HS (BLDG M @LAGUA)-Q	Q530		24	Q530				INTERNATIONAL HS - Q	0	0	
HS FOR ARTS AND BUS. (OL NUTN X)-Q	Q456	10	24	Q550			0	HS FOR ARTS AND BUSINESS - Q	887	577	154
R. F. WAGNER SEC SCL ARTS & TECH-Q	Q891	6	24	Q560			0	R. F. WAGNER SEC SCL ARTS & TECH-Q	631	621	102
MASPETH HIGH SCHOOL - Q	Q585	12	24	Q585			0	HS 585	751	884	85
QUEENS VOC HS - Q	Q600	23	24	Q600			0	QUEENS VOC HS - Q	1514	1216	125
AVIATION HS - Q	Q610	42	24	Q610			0	AVIATION HS - Q	2231	1548	144
MASPETH HIGH SCHOOL - Q	Q585		24	Q721				Q721 SPED - Q	48	74	65
P.S. 721 (OTC) - Q	Q722		24	Q721	0		0	Q721 SPED - Q	342	387	88
ELMHURST EDUCATIONAL CAMPUS - Q	Q744	5	24	Q744			0	VOYAGES PREPARATORY - Q	216	283	76
ELMHURST EDUCATIONAL CAMPUS - Q	Q744		24	Q752				Q752 SPED - Q	53	94	56
51ST AVENUE ACADEMY - Q	Q877	1	24	Q877	0		3	51ST AVENUE ACADEMY - Q	524	406	129
R. F. WAGNER SEC SCL ARTS & TECH-Q	Q891	0	24	Q988			0	ALTERNATIVE LEARNING CENTER - Q	0	34	0
I.S. 61 - Q	Q061		24	QADM				DOE ADMINISTRATIVE OFFICE - Q			
P.S. 12 - Q	Q012		24	QCBO				WESTERN QUEENS STAR ALLIANCE -Q			
I.S. 73 - Q	Q073		24	QCBO				MASPETH TOWN HALL - Q			
P.S. 89 - Q	Q089		24	QCBO				CHILD CENTER OF NEW YORK - Q			
P.S. 199 - Q**	Q199		24	QCBO				TASC - Q			
P.S. 245 ECC (@ SENECA AVE) - Q	Q245		24	QCBO				C.B.O.- Q			
ELMHURST EDUCATIONAL CAMPUS - Q	Q744		24	QCBO				CHILD CENTER OF NEW YORK - Q			
ELMHURST EDUCATIONAL CAMPUS - Q	Q744		24	QSFS				FOOD SERVICES - Q			
HS FOR ARTS AND BUS. (OL NUTN X)-Q	Q456		24	QSST				NORTH QUEENS SCHOOL SAFETY-Q			
ELMHURST EDUCATIONAL CAMPUS - Q	Q744		24	QSST				SCHOOL SAFETY - Q			
P.S. 81 - Q**	Q081		24	QUFT				UFT TEACHER CENTER - Q			
P.S. 209 - Q	Q209		25	Q009		*		Q009 SPED - Q	84	84	100
P.S. 20 - Q	Q020	5	25	Q020	108		5	P.S. 20 - Q	1435	1257	114
P.S. 21 - Q	Q021	2	25	Q021	90		5	P.S. 21 - Q	1352	986	137
P.S. 22 - Q**	Q022	2	25	Q022	64		8	P.S. 22 - Q	740	642	126
P.S. 22 TRANSPORTABLE - Q	Q959		25	Q022				P.S. 22 - Q	72		
P.S. 24 - Q**	Q024	1	25	Q024	0		8	P.S. 24 - Q	825	587	159
P.S. 24 TRANSPORTABLE - Q	Q936		25	Q024				P.S. 24 - Q	109		
J.H.S. 25 - Q	Q025	14	25	Q025			0	J.H.S. 25 - Q	780	1028	76
P.S. 29  - Q	Q029	4	25	Q029	36		4	P.S. 29 - Q	770	557	138
P.S. 32 - Q**	Q032	1	25	Q032	32		8	P.S. 32 - Q	911	630	150
P.S. 32 TRANSPORTABLE - Q	Q922		25	Q032				P.S. 32 - Q	36		
P.S. 79 - Q**	Q079	8	25	Q079	136		8	P.S. 79 - Q	915	883	110
P.S. 79 TRANSPORTABLE - Q	Q766		25	Q079				P.S. 79 - Q	60		
P.S. 107 - Q	Q107	8	25	Q107	70		4	P.S. 107 - Q	969	939	103
P.S. 120 - Q	Q120	4	25	Q120	54		4	P.S. 120 - Q	973	905	108
P.S. 129 - Q**	Q129	3	25	Q129	85		8	P.S. 129 - Q	997	827	131
P.S. 129 TRANSPORTABLE - Q	Q924		25	Q129				P.S. 129 - Q	90		
P.S. 154 - Q	Q154	1	25	Q154	36		3	P.S. 154 - Q	703	545	129
P.S. 163 - Q**	Q163	0	25	Q163	34		6	P.S. 163 - Q	514	395	155
P.S. 163 TRANSPORTABLE - Q	Q968		25	Q163				P.S. 163 - Q	100		
P.S. 164 - Q	Q164	8	25	Q164	36		3	P.S. 164 - Q	620	785	79
P.S. 165 - Q	Q165	1	25	Q165	36		4	P.S. 165 - Q	754	711	106
P.S. 169 - Q	Q169	3	25	Q169	36		3	P.S. 169 - Q	396	339	117
P.S. 184 - Q	Q184	2	25	Q184	36		3	P.S. 184 - Q	507	423	120
J.H.S. 185 - Q	Q185	4	25	Q185			0	J.H.S. 185 - Q	1520	1204	126
J.H.S. 189 - Q	Q189	8	25	Q189			0	J.H.S. 189 - Q	746	816	91
P.S. 193 - Q**	Q193	6	25	Q193	54		6	P.S. 193 - Q	500	541	92
P.S. 193 TRANSPORTABLE - Q	Q967		25	Q193				P.S. 193 - Q	0		
J.H.S. 194 - Q	Q194	8	25	Q194			0	J.H.S. 194 - Q	1041	1225	85
P.S. 200 - Q	Q200	4	25	Q200	36		3	P.S. 200 - Q	464	587	79
P.S. 201 - Q	Q201	2	25	Q201	36		3	P.S. 201 - Q	473	551	86
P.S. 209 - Q	Q209	3	25	Q209	36		3	P.S. 209 - Q	627	603	104
P.S. 214 - Q	Q214	3	25	Q214	36		3	P.S. 214 - Q	475	403	118
P.S. 219 - Q	Q219	4	25	Q219	36		3	P.S. 219 - Q	613	764	80
J.H.S. 25 - Q	Q025		25	Q233				Q233 SPED - Q	33	49	67
J.H.S. 237 - Q	Q237	13	25	Q237			0	J.H.S. 237 - Q	1224	1058	116
FLUSHING HS - Q	Q460	0	25	Q240			0	VERITAS ACADEMY	124	99	125
FLUSHING HS - Q	Q460	0	25	Q241			0	QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES	70	102	69
P.S. 242 - (ECC) - Q	Q242	0	25	Q242	18		3	P.S. 242 - Q	409	248	165
P.S. 244 ECC (@ FRANKLIN AVE) - Q	Q244	0	25	Q244	36		3	P.S. 244 - Q	428	288	149
J.H.S. 168 - Q**	Q168	1	25	Q250			0	I.S. 250 - Q	329	370	89
J.H.S. 168 - Q**	Q168	4	25	Q252			0	THE QUEENS SCHOOL OF INQUIRY-Q	590	443	133
P.S. 154 - Q	Q154		25	Q255		*		Q255 SPED - Q	64	74	86
J.H.S. 168 - Q**	Q168		25	Q255	0	*	0	Q255 SPED - Q	82	99	189
TOWNSEND HARRIS HS - Q	Q515		25	Q255				Q255 SPED - Q	16	10	160
J.H.S. 189 - Q	Q189	2	25	Q263			0	THE FLUSHING INTERNATIONAL HS - Q	412	444	93
J.H.S. 237 - Q	Q237	3	25	Q281			0	EAST-WEST SCHOOL OF INTL STUDIES-Q	643	539	119
J.H.S. 25 - Q	Q025	6	25	Q285			0	WORLD JOURNALISM PREPARATORY-Q	609	700	87
P.S. 169 - Q	Q169	1	25	Q294			0	I.S. 294 - Q	367	300	122
JOHN BOWNE HS - Q**	Q425	29	25	Q425			0	JOHN BOWNE HS - Q	3722	2391	156
JOHN BOWNE FARM - Q	Q426		25	Q425				JOHN BOWNE HS - Q			
JOHN BOWNE HS TRANSPORTABLE - Q	Q951		25	Q425				JOHN BOWNE HS - Q	0		
FLUSHING HS - Q	Q460	27	25	Q460			0	FLUSHING HS - Q	2499	1753	143
P.S./I.S. 499 - Q	Q499	5	25	Q499	18		3	P.S./I.S. 499 - Q	506	566	89
TOWNSEND HARRIS HS - Q	Q515	21	25	Q525			0	TOWNSEND HARRIS HS - Q	1151	906	127
QUEENS ACADEMY HS - Q	Q023	7	25	Q540			0	QUEENS ACADEMY HIGH SCHOOL - Q	189	295	64
R. F. KENNEDY COMM. MIDDLE/HS-Q	Q707	4	25	Q670			0	R. F. KENNEDY COMM. MIDDLE/HS-Q	685	515	133
NORTH QUEENS COMMUNITY HS - Q	Q792	2	25	Q792			0	NORTH QUEENS COMMUNITY HS - Q	203	243	84
P.S./I.S. 499 - Q	Q499		25	Q993		*		Q993 SPED - Q	66	68	97
J.H.S. 189 - Q	Q189		25	QCBO				BEACON PROGRAM (FLUSHING YMCA)-Q			
P.S. 179 - Q	Q179		26	Q004	0		0	Q004 SPED - Q	203	202	100
P.S. 213 - Q	Q213		26	Q004				Q004 SPED - Q	54	50	108
P.S. 18 - Q	Q018	1	26	Q018	36		3	P.S. 18 - Q	642	428	150
P.S. 26 - Q	Q026	2	26	Q026	72		3	P.S. 26 - Q	653	602	108
P.S. 31 - Q	Q031	1	26	Q031	36		3	P.S. 31 - Q	524	390	134
P.S. 41 - Q**	Q041	2	26	Q041	0		6	P.S. 41 - Q	464	350	160
P.S. 41 TRANSPORTABLE - Q	Q728		26	Q041				P.S. 41 - Q	96		
P.S. 46 - Q	Q046	1	26	Q046	0		3	P.S. 46 - Q	578	438	132
J.H.S. 67 - Q	Q067	21	26	Q067			0	J.H.S. 67 - Q	881	1183	74
I.S. 74 - Q	Q074	9	26	Q074			0	I.S. 74 - Q	1002	1057	95
P.S. 94 - Q	Q094	3	26	Q094	0		3	P.S. 94 - Q	326	321	102
PS 94 ANNEX - Q	Q880		26	Q094				P.S. 94 - Q	75	78	96
P.S. 98 - Q	Q098	2	26	Q098	0		2	P.S. 98 - Q	221	232	95
P.S. 115 - Q	Q115	4	26	Q115	54		3	P.S. 115 - Q	646	551	117
P.S. 130 - Q	Q130	1	26	Q130	18		3	P.S. 130 - Q	349	242	144
P.S. 133 - Q	Q133	3	26	Q133	36		3	P.S. 133 - Q	405	549	74
J.H.S. 158 - Q	Q158	15	26	Q158			0	J.H.S. 158 - Q	1120	1180	95
P.S. 159 - Q	Q159	5	26	Q159	64		3	P.S. 159 - Q	626	541	116
P.S. 162 - Q	Q162	1	26	Q162	0		3	P.S. 162 - Q	711	468	152
J.H.S. 172 - Q	Q172	16	26	Q172			0	J.H.S. 172 - Q	968	1257	77
P.S. 173 - Q	Q173	3	26	Q173	70		4	P.S. 173 - Q	945	832	114
P.S. 177 - Q	Q177		26	Q177			0	Q177 SPED - Q	419	294	143
P.S. 177 TEMP. C.R. BLDG. - Q	Q979		26	Q177				Q177 SPED - Q			
P.S. 178 - Q	Q178	3	26	Q178	18		3	P.S. 178 - Q	540	475	114
P.S. 186 - Q	Q186	1	26	Q186	18		3	P.S. 186 - Q	366	301	122
P.S. 188 - Q	Q188	3	26	Q188	36		3	P.S. 188 - Q	486	400	122
P.S. 188 ANNEX - Q	Q858		26	Q188				P.S. 188 - Q	157	142	111
P.S. 191 - Q	Q191	2	26	Q191	36		3	P.S. 191 - Q	409	264	155
P.S. 203 - Q	Q203	2	26	Q203	51		4	P.S. 203 - Q	897	625	144
P.S. 205 - Q	Q205	2	26	Q205	18		3	P.S. 205 - Q	313	274	114
P.S./I.S. 208 - Q	Q208	5	26	Q208	0		3	P.S./I.S. 208 - Q	733	906	81
P.S. 213 - Q	Q213	4	26	Q213	63		3	P.S. 213 - Q	433	366	118
J.H.S. 216 - Q	Q216	8	26	Q216			0	J.H.S. 216 - Q	1364	1167	117
P.S. 221 - Q	Q221	4	26	Q221	36		3	P.S. 221 - Q	641	612	105
P.S. 26 - Q	Q026		26	Q224				Q224 SPED - Q	51	54	94
P.S. 115 - Q	Q115		26	Q224				Q224 SPED - Q	11	18	61
J.H.S. 158 - Q	Q158		26	Q224				Q224 SPED  - Q	19	26	73
P.S. 178 - Q	Q178		26	Q224		"#"		Q224 SPED - Q	7	0	0
P.S. 186 - Q	Q186		26	Q224		*		Q224 SPED - Q	102	130	78
P.S. 205 - Q	Q205		26	Q224			0	Q224 SPED - Q	132	152	87
P.S./I.S. 266 - Q	Q266		26	Q224		*		Q224 SPED - Q	65	84	77
P.S. 224 ANNEX - Q	Q809		26	Q224				Q224 SPED - Q	63	48	131
P.S./I.S. 266 - Q	Q266	3	26	Q266	36		3	P.S./I.S. 266 - Q	689	677	102
BENJAMIN N. CARDOZO HS - Q**	Q415	35	26	Q415			0	BENJAMIN N. CARDOZO HS - Q	3628	2438	149
B. N. CARDOZO HS TRANSPORTABLE - Q	Q943		26	Q415				BENJAMIN N. CARDOZO HS - Q	0		
