peer_index	_2009_2010_additional_credit	_2008_09_progress_report_grade	_2009_2010_performance_category_score	_2009_2010_performance_grade	principal	dbn	_2009_2010_progress_category_score	school	_2009_2010_overall_grade	district	progress_report_type	school_level	_2009_2010_environment_grade	_2009_2010_overall_score	_2009_2010_environment_category_score	_2009_2010_progress_grade
2.52	10.5	A	15.1	B	Ana R. Zambrano-Burakov	24Q550	50.6	High School for Arts and Business	A	24	HS	High School	A	86.9	10.7	A
2.65	3.0	B	8.2	F	Bruce Noble	24Q560	32.8	Robert F. Wagner, Jr. Secondary School for Arts and Technology	C	24	HS	High School	C	51.5	7.5	C
3.72	0.0	B	16.3	A	Bruce Noble	24Q560	39.1	Robert F. Wagner, Jr. Secondary School for Arts and Technology	A	24	EMS	Middle	B	62.5	7.1	A
2.58	12.0	B	13.6	C	Denise Vittor	24Q600	36.7	Queens Vocational and Technical High School	A	24	HS	High School	A	72.8	10.5	B
3.05	12.0	A	17.1	B	Deno Charalambous	24Q610	40.1	Aviation Career & Technical Education High School	A	24	HS	High School	B	79.0	9.8	B
2.54	3.0		11.3	D	Joan Klingsberg	24Q744	30.9	VOYAGES Preparatory	B	24	HST	High School Transfer	A	58.2	13.0	C
41.62	7.3	A	15.1	A	Digna Erstejn	24Q877	45.4	51 Avenue Academy (The Path To Academic Excellence)	A	24	EMS	Elementary	A	78.1	10.3	A
39.45	2.5	A	10.3	B	Victoria Hart	25Q020	35.6	P.S. 020 John Bowne	B	25	EMS	Elementary	B	56.6	8.2	A
34.76	3.5	A	12.8	B	Debra Buszko	25Q021	27.9	P.S. 021 Edward Hart	B	25	EMS	Elementary	A	53.0	8.8	B
37.53	7.3	A	9.6	C	Priscilla Milito	25Q022	36.6	P.S. 022 Thomas Jefferson	A	25	EMS	Elementary	B	61.3	7.8	A
33.64	8.3	A	12.8	B	Lori Golan	25Q024	42.3	P.S. 024 Andrew Jackson	A	25	EMS	Elementary	A	75.7	12.3	A
3.29	4.0	A	10.3	C	Maryellen Kociszewski	25Q025	21.9	I.S. 025 Adrien Block	B	25	EMS	Middle	B	42.6	6.4	C
41.70	3.8	A	9.5	C	Jamie Adams	25Q029	33.0	P.S. 029 Queens	B	25	EMS	Elementary	B	52.9	6.6	B
24.81	9.8	A	10.9	B	Betsey Malesardi	25Q032	36.0	P.S. 032 State Street	A	25	EMS	Elementary	A	69.1	12.4	A
20.32	1.3	A	3.6	D	Paula Marron	25Q079	26.8	P.S. 079 Francis Lewis	C	25	EMS	Elementary	D	34.5	2.8	B
28.99	3.3	A	8.7	C	James Phair	25Q107	24.5	P.S. 107 Thomas A Dooley	B	25	EMS	Elementary	A	47.7	11.2	B
33.12	6.8	A	9.8	C	Joan Monroe	25Q120	38.6	P.S. 120 Queens	A	25	EMS	Elementary	B	61.3	6.1	A
37.49	4.3	A	11.8	B	Marilyn Alesi	25Q129	20.0	P.S. 129 Patricia Larkin	B	25	EMS	Elementary	A	47.0	10.9	C
18.02	0.0		23.6	A	Michelle Contratti	25Q130	21.8	P.S. 130	A	25	EC	K-3	A	56.0	10.6	A
35.84	1.3	A	10.2	B	Danielle Giunta	25Q154	20.3	P.S. 154 Queens	C	25	EMS	Elementary	B	38.6	6.8	C
31.39	4.5	A	5.1	D	Nicole Bullen	25Q163	30.1	P.S. 163 Flushing Heights	B	25	EMS	Elementary	C	44.9	5.2	B
32.89	11.3	A	10.9	B	Anne Alfonso	25Q164	44.1	P.S. 164 Queens Valley	A	25	EMS	K-8	C	71.5	5.2	A
36.73	3.0	A	10.4	B	Raquel Victoria Demillio	25Q165	31.9	P.S. 165 Edith K. Bergtraum	B	25	EMS	Elementary	D	48.3	3.0	B
18.40	6.3	A	2.5	D	Annette Kunin	25Q169	19.2	P.S. 169 Bay Terrace	C	25	EMS	Elementary	A	38.4	10.4	C
21.47	2.8	A	10.0	C	Dora Pantelis	25Q184	34.8	P.S. 184 Flushing Manor	A	25	EMS	Elementary	A	58.7	11.1	B
3.22	7.8	A	11.6	B	Valerie Sawinski	25Q185	36.9	J.H.S. 185 Edward Bleeker	A	25	EMS	Middle	C	62.3	6.0	B
3.18	1.3	A	6.2	D	Cindy Diaz-Burgos	25Q189	28.9	J.H.S. 189 Daniel Carter Beard	B	25	EMS	Middle	A	46.6	10.2	B
16.62	0.0	A	1.0	F	Joyce E. Bush	25Q193	6.5	P.S. 193 Alfred J. Kennedy	C	25	EMS	Elementary	D	10.9	3.4	F
3.29	10.5	A	13.9	B	Anne Marie Iannizzi	25Q194	34.5	J.H.S. 194 William Carr	A	25	EMS	Middle	C	64.1	5.2	B
41.19	5.0	A	6.4	C	Denize Brewer	25Q200	32.4	PS/MS 200 - The Pomonok School & STAR Academy	B	25	EMS	K-8	B	50.3	6.5	B
56.38	6.5	A	4.6	D	Rebecca Lozada	25Q201	44.1	P.S. 201 The Discovery School for Inquiry and Research	A	25	EMS	Elementary	B	62.1	6.9	A
16.00	1.5	A	14.9	A	Mary Mcdonnell	25Q209	45.0	P.S. 209 Clearview Gardens	A	25	EMS	Elementary	A	70.8	9.4	A
37.84	3.0	A	10.2	B	Denise Fuccillo	25Q214	40.0	P.S. 214 Cadwallader Colden	A	25	EMS	Elementary	A	62.1	8.9	A
46.73	12.0	A	12.8	B	Meredith Deckler	25Q219	48.7	P.S. 219 Paul Klapper	A	25	EMS	K-8	B	80.9	7.4	A
3.04	9.8	A	10.9	B	Judith Friedman	25Q237	36.0	I.S. 237	A	25	EMS	Middle	B	65.1	8.4	B
27.28	5.3		20.2	A	Patricia Costa	25Q242	23.3	P.S. 242 Leonard P. Stavisky Early Childhood School	A	25	EC	K-3	B	55.8	7.0	A
3.00	1.0	A	5.7	D	Marc Rosenberg	25Q250	27.2	I.S. 250 The Robert F. Kennedy Community Middle School	C	25	EMS	Middle	D	38.2	4.3	B
3.15					Elizabeth Ophals	25Q252		Queens School of Inquiry, The		25	HS	High School				
3.21	4.8	A	12.9	B	Elizabeth Ophals	25Q252	44.2	Queens School of Inquiry, The	A	25	EMS	Middle	A	71.2	9.3	A
2.45	0.0	A	11.5	D	Joseph Luft	25Q263	39.1	Flushing International High School	B	25	HS	High School	A	64.5	13.9	B
2.93	9.0		17.4	B	Ben Sherman	25Q281	47.5	East-West School of International Studies	A	25	HS	High School	F	79.5	5.6	A
3.48	3.8	A	11.1	B	Ben Sherman	25Q281	43.0	East-West School of International Studies	A	25	EMS	Middle	D	62.1	4.2	A
2.82	6.0		18.0	A	Cynthia Schneider	25Q285	39.6	World Journalism Preparatory: A College Board School	A	25	HS	High School	C	72.0	8.4	B
3.04	3.5	A	13.9	B	Cynthia Schneider	25Q285	16.8	World Journalism Preparatory: A College Board School	C	25	EMS	Middle	B	42.0	7.8	D
3.18	11.5	A	14.6	B	Cheryl Hatzidimitriou	25Q294	42.5	BELL Academy	A	25	EMS	Middle	A	78.9	10.3	A
2.45	3.0	C	12.9	C	Howard Kwait	25Q425	36.9	John Bowne High School	B	25	HS	High School	C	61.1	8.3	B
2.45	3.0	B	10.5	D	Cornelia Gutwein	25Q460	29.2	Flushing High School	C	25	HS	High School	C	51.2	8.5	C
""	10.5		23.4	A	Siu Hei Szeto	25Q467	43.6	Flushing YABC	A	25	YABC	YABC	D	84.1	6.6	A
29.81	5.5	A	12.7	B	Helene Jacob	25Q499	35.0	The Queens College School for Math, Science and Technology	A	25	EMS	K-8	B	60.5	7.3	A
3.98	0.0	A	24.0	A	Kenneth Bonamo	25Q525	45.1	Townsend Harris High School	A	25	HS	High School	A	80.4	11.3	A
2.40	4.5	B	9.3	F	Beverly Short	25Q540	28.7	Queens Academy High School	C	25	HST	High School Transfer	D	48.2	5.7	C
2.70	3.0	B	12.3	C	Ira Pernick	25Q670	24.8	Robert F. Kennedy Community High School	D	25	HS	High School	D	46.9	6.8	D
2.31	3.0	B	13.6	C	Winston Mccarthy	25Q792	39.0	North Queens Community High School	B	25	HST	High School Transfer	A	67.3	11.7	B
22.10	1.0	A	13.6	B	Kathleen Peknic	26Q018	34.9	P.S. 018 Winchester	A	26	EMS	Elementary	A	60.9	11.4	B
26.21	8.5	A	9.6	C	Dina Koski	26Q026	38.0	P.S. 026 Rufus King	A	26	EMS	Elementary	B	64.4	8.3	A
27.05	6.8	A	14.3	B	Terri Graybow	26Q031	46.1	P.S. 031 Bayside	A	26	EMS	Elementary	B	74.7	7.5	A
15.01	0.0	A	16.6	A	Sari Latto	26Q041	39.7	P.S. 041 Crocheron	A	26	EMS	Elementary	A	69.2	12.9	A
23.57	10.5	A	18.1	A	Marsha Goldberg	26Q046	43.1	P.S. 046 Alley Pond	A	26	EMS	Elementary	A	83.3	11.6	A
3.59	3.5	A	13.9	B	Zoi Mcgrath	26Q067	25.5	J.H.S. 067 Louis Pasteur	B	26	EMS	Middle	B	50.3	7.4	B
3.52	9.5	A	14.9	B	Andrea Dapolito	26Q074	38.4	J.H.S. 074 Nathaniel Hawthorne	A	26	EMS	Middle	B	71.1	8.3	A
14.92	2.0	A	13.1	B	Joann Barbeosch	26Q094	29.5	P.S. 094 David D. Porter	B	26	EMS	Elementary	A	56.1	11.5	B
8.10	0.0	B	12.6	B	Sheila Huggins	26Q098	36.3	P.S. 098 The Douglaston School	B	26	EMS	Elementary	B	56.9	8.0	A
24.82	2.3	A	7.0	C	James Ambrose	26Q115	33.3	P.S. 115 Glen Oaks	B	26	EMS	Elementary	B	50.5	7.9	B
27.85	7.0	A	16.6	A	Shelley Steppel	26Q133	45.7	P.S. 133 Queens	A	26	EMS	Elementary	A	79.1	9.8	A
3.40	6.8	A	13.2	B	Marie Nappi	26Q158	29.6	M.S. 158 Marie Curie	B	26	EMS	Middle	C	55.3	5.7	B
21.45	6.3	A	17.8	A	Marlene Zucker	26Q159	47.7	P.S. 159	A	26	EMS	Elementary	A	82.5	10.7	A
18.20	2.5	A	11.8	B	Dena Poulos	26Q162	32.2	P.S. 162 John Golden	B	26	EMS	Elementary	A	56.5	10.0	B
3.33	8.0	A	11.9	B	Jeffrey Slivko	26Q172	31.8	Irwin Altman Middle School 172	B	26	EMS	Middle	D	55.3	3.6	B
19.44	7.0	A	16.1	A	Molly Wang	26Q173	31.5	P.S. 173 Fresh Meadows	A	26	EMS	Elementary	A	65.7	11.1	B
18.08	6.3	A	9.8	C	Jennifer Ambert	26Q178	30.3	P.S./ IS 178 Holliswood	B	26	EMS	K-8	B	53.5	7.1	B
22.65	2.0	A	11.4	B	Dolores Troy-Quinn	26Q186	29.8	P.S. 186 Castlewood	B	26	EMS	Elementary	A	54.8	11.6	B
11.76	0.0	A	18.9	A	Janet Caraisco	26Q188	43.4	P.S. 188 Kingsbury	A	26	EMS	Elementary	A	73.1	10.8	A
18.18	0.0	A	15.6	A	Michael Ranieri	26Q191	36.0	P.S. 191 Mayflower	A	26	EMS	Elementary	A	65.2	13.6	A
15.45	2.8	A	16.8	A	Carole Nussbaum	26Q203	40.1	P.S. 203 Oakland Gardens	A	26	EMS	Elementary	A	68.7	9.0	A
15.60	0.0	A	22.5	A	Karen Scott-Piazza	26Q205	49.0	P.S. 205 Alexander Graham Bell	A	26	EMS	Elementary	A	80.3	8.8	A
21.84	4.0	A	13.1	B	Bruce Baronoff	26Q213	33.9	P.S. 213 The Carl Ullman School	A	26	EMS	Elementary	A	62.6	11.6	B
3.43	11.3	A	13.0	B	Reginald Landeau	26Q216	42.5	J.H.S. 216 George J. Ryan	A	26	EMS	Middle	C	71.5	4.7	A
14.80	2.0	A	17.4	A	Sheelia Twomey	26Q221	34.2	P.S. 221 North Hills	A	26	EMS	Elementary	A	66.5	12.9	B
20.08	6.3	A	12.9	B	Nicole Scott	26Q266	23.3	P.S. / I.S. 266	B	26	EMS	K-8	B	50.3	7.8	C
3.03	7.5	B	15.7	B	Gerald Martori	26Q415	31.8	Benjamin N. Cardozo High School	B	26	HS	High School	C	63.0	8.0	C
2.92	6.0	A	15.8	B	Musa Ali Shama	26Q430	36.5	Francis Lewis High School	B	26	HS	High School	B	68.0	9.7	B
2.38	1.5	C	16.6	B	Marilyn Shevell	26Q435	29.2	Martin Van Buren High School	C	26	HS	High School	F	52.7	5.4	C
3.08	13.5	B	15.1	B	Michael Athy	26Q495	31.6	Bayside High School	B	26	HS	High School	B	69.4	9.2	C
2.80	0.0	B	17.3	B	Eric Contreras	26Q566	36.2	Queens High School of Teaching, Liberal Arts and the Sciences	B	26	HS	High School	C	61.8	8.3	B
58.71	2.5	A	2.0	F	Riva Madden	27Q042	18.8	P.S. 042 R. Vernam	C	27	EMS	K-8	C	28.5	5.2	C
58.98	1.3	A	6.0	D	John Quattrocchi	27Q043	26.8	P.S. 043	C	27	EMS	K-8	B	40.4	6.3	B
53.15	1.5	A	9.5	C	Evelyn Terrell	27Q045	37.0	P.S. 045 Clarence Witherspoon	B	27	EMS	Elementary	C	52.3	4.3	A
20.90	1.5	B	14.0	B	Janet Donohue	27Q047	44.4	P.S. 047 Chris Galas	A	27	EMS	K-8	A	73.0	13.1	A
2.33	4.5	A	5.4	D	Claude Monereau	27Q053	25.7	M.S. 053 Brian Piccolo	C	27	EMS	Middle	D	39.6	4.0	B
36.87	0.0	A	11.6	B	Ann Leiter	27Q056	18.3	P.S. 056 Harry Eichler	B	27	EMS	Elementary	A	40.8	10.9	C
46.97	4.3	A	13.7	B	Frank Desario	27Q060	36.4	P.S. 060 Woodhaven	A	27	EMS	Elementary	B	60.5	6.1	A
32.59	0.0	A	5.2	D	Angela O'dowd	27Q062	21.9	P.S. 062 Chester Park	C	27	EMS	Elementary	B	35.5	8.4	C
42.39	7.5	A	11.8	B	Deidra Graulich	27Q063	33.8	P.S. 063 Old South	A	27	EMS	Elementary	B	61.7	8.6	B
40.04	1.8	A	5.8	C	Laura Kaiser	27Q064	13.4	P.S. 064 Joseph P. Addabbo	C	27	EMS	Elementary	A	31.2	10.2	D
42.33	1.5	A	7.2	C	Rafael Morales	27Q065	23.1	P.S. 65 - The Raymond York Elementary School	C	27	EMS	Elementary	B	38.9	7.1	C
54.59	6.5	A	17.4	A	Phyllis Leinwand	27Q066	39.2	P.S. 066 Jacqueline Kennedy Onassis	A	27	EMS	Elementary	A	74.3	11.2	A
47.29	3.8	A	7.7	C	Adrienne Ubertini	27Q090	35.5	P.S. 090 Horace Mann	B	27	EMS	Elementary	B	54.4	7.4	A
45.49	1.5	A	6.3	C	Joyce Walker	27Q096	40.6	P.S. 096	B	27	EMS	Elementary	B	54.8	6.4	A
53.41	6.8	A	13.5	B	Maureen Ingram	27Q097	46.1	P.S. 097 Forest Park	A	27	EMS	Elementary	B	74.3	7.9	A
41.88	4.5	A	8.9	C	Laureen Fromberg	27Q100	24.3	P.S. 100 Glen Morris	B	27	EMS	Elementary	C	42.6	4.9	B
57.66	1.3	A	5.2	D	Katie Grady	27Q104	25.2	P.S. 104 The Bays Water	C	27	EMS	Elementary	B	39.2	7.5	B
57.54	0.5	A	1.6	F	Laurie Shapiro	27Q105	4.7	P.S. 105 The Bay School	C	27	EMS	K-8	C	12.1	5.3	F
58.88	2.0	A	9.8	C	Marcella Sills	27Q106	30.2	P.S. 106	B	27	EMS	Elementary	D	45.8	3.8	B
31.13	6.8	A	9.6	C	Marie Biondollilo	27Q108	38.7	P.S. 108 Captain Vincent G. Fowler	A	27	EMS	Elementary	A	64.0	8.9	A
11.12	5.5	A	9.8	C	Stephen P. Grill	27Q114	19.5	P.S. / M.S. 114 Belle Harbor	B	27	EMS	K-8	B	41.2	6.4	C
52.54	2.0	A	4.6	D	Cynthia Sumay-Eaton	27Q123	27.9	P.S. 123	B	27	EMS	Elementary	B	40.9	6.4	B
39.08	2.0	A	9.7	C	Valarie Lewis	27Q124	18.2	P.S. 124 Osmond A Church	C	27	EMS	K-8	A	39.7	9.8	C
3.10	4.0	A	8.9	C	Laura Mastrogiovanni	27Q137	31.0	M.S. 137 America's School of Heroes	B	27	EMS	Middle	D	47.5	3.6	B
28.28	5.8	A	2.3	F	James Mckeon	27Q146	26.1	P.S. 146 Howard Beach	B	27	EMS	K-8	B	42.6	8.4	B
49.09	1.5	A	5.0	D	Dorothy Morris	27Q155	17.5	P.S. 155	C	27	EMS	Elementary	B	31.0	7.0	C
59.07	3.5	A	6.1	C	Renee Peart	27Q183	27.6	P.S. 183 Dr. Richard R. Green	B	27	EMS	K-8	A	48.1	10.9	B
65.72	7.5	A	6.0	C	Jean Mckeon	27Q197	47.3	P.S. 197 The Ocean School	A	27	EMS	Elementary	C	66.0	5.2	A
3.07	4.5	A	10.0	C	William Fitzgerald	27Q202	30.6	J.H.S. 202 Robert H. Goddard	B	27	EMS	Middle	B	51.9	6.8	B
19.26	5.5	A	11.1	B	Linda Spadaro	27Q207	33.6	P.S. 207 Rockwood Park	A	27	EMS	K-8	B	57.6	7.4	B
3.05	2.0	A	7.8	C	Rosalyn Allman-Manning	27Q210	23.1	J.H.S. 210 Elizabeth Blackwell	C	27	EMS	Middle	D	35.8	2.9	C
64.12	2.8	C	1.3	F	Susan Rippe Hofmann	27Q215	18.2	P.S. 215 Lucretia Mott	D	27	EMS	Elementary	C	27.2	4.9	C
52.03	0.0	A	6.3	C	Deborah Otto	27Q223	28.6	P.S. 223 Lyndon B. Johnson	B	27	EMS	Elementary	C	40.8	5.9	B
""					Matthew P. Melchiorre	27Q225		P.S. 225 Seaside		27	EMS	K-8				
2.77	1.5	B	6.9	C	Sonia Nieves	27Q226	23.4	J.H.S. 226 Virgil I. Grissom	C	27	EMS	Middle	C	36.3	4.5	C
30.63	5.8	A	11.4	B	Lisa Josephson	27Q232	33.6	P.S. 232 Lindenwood	A	27	EMS	K-8	A	60.2	9.4	B
64.09	1.3	A	5.3	D	Robin Johnson	27Q253	22.0	P.S. 253	C	27	EMS	Elementary	B	37.0	8.4	C
51.80	3.5	A	20.7	A	Naomi Drouillard	27Q254	51.3	P.S. 254	A	27	EMS	Elementary	A	89.6	14.1	A
2.45	0.0	B	15.9	B	Linda Alfred	27Q260	30.0	Frederick Douglass Academy VI High School	C	27	HS	High School	F	51.4	5.5	C
2.91	3.0	A	19.5	A	Patricia J. Tubridy	27Q262	51.3	Channel View School for Research	A	27	HS	High School	A	85.1	11.3	A
3.16	3.0	A	9.0	C	Patricia J. Tubridy	27Q262	38.6	Channel View School for Research	B	27	EMS	Middle	A	60.8	10.2	A
3.07	0.0	A	2.9	F	Peter Dalton	27Q282	15.5	Knowledge and Power Preparatory Academy VI	C	27	EMS	Middle	B	27.0	8.6	D
2.36					Michele Williams	27Q302		Queens High School for Information, Research, and Technology		27	HS	High School				
2.62					William Moore	27Q308		Robert H. Goddard High School of Communication Arts and Technology		27	HS	High School				
2.67					Jose Merced	27Q309		Academy of Medical Technology: A College Board School		27	HS	High School				
2.86	0.0		4.7	D	Jose Merced	27Q309	4.9	Academy of Medical Technology: A College Board School	D	27	EMS	Middle	B	18.5	8.9	F
55.94					Dana Gerendasi	27Q317		WATERSIDE CHILDREN'S STUDIO SCHOOL		27	EC	K-3				
2.25					Linda Munro	27Q318		WATERSIDE SCHOOL FOR LEADERSHIP		27	EMS	Middle				
2.24					Doris Lee	27Q319		VILLAGE ACADEMY		27	EMS	Middle				
3.70					Brian O'Connell	27Q323		Scholars' Academy		27	HS	High School				
4.00	0.0	A	22.0	A	Brian O'connell	27Q323	46.1	Scholars' Academy	A	27	EMS	Middle	B	77.1	9.0	A
56.30	0.0	A	11.9	B	Angela Logan	27Q333	14.1	Goldie Maple Academy	C	27	EMS	K-8	A	39.6	13.6	D
2.13	1.5	C	10.0	D	Anthony Cromer	27Q400	30.5	August Martin High School	C	27	HS	High School	C	49.6	7.6	C
2.05	0.0	D	9.4	F	David Morris	27Q410	22.3	Beach Channel High School	F	27	HS	High School	D	37.8	6.1	F
""					Denise Hallett	27Q465		Far Rockaway High School		27	HS	High School				
2.38	1.5	C	7.9	F	Ms. Frances Desanctis	27Q475	36.7	Richmond Hill High School	C	27	HS	High School	D	52.1	6.0	B
2.32	9.0	C	9.3	F	Grace Zwillenberg	27Q480	34.6	John Adams High School	B	27	HS	High School	C	60.6	7.7	C
""	6.0		23.2	A	Edita Volovodovskaya	27Q487	56.5	John Adams YABC	A	27	YABC	YABC	B	96.3	10.6	A
3.21	9.0		15.0	B	Lakeisha Johnson	27Q650	44.0	High School for Construction Trades, Engineering and Architecture	A	27	HS	High School	C	76.1	8.1	A
2.31	1.3	A	6.8	C	Angela Green	28Q008	21.0	J.H.S. 008 Richard S. Grossley	C	28	EMS	Middle	C	35.3	6.2	C
53.29	0.0	B	0.0	F	Dwayne Crowder	28Q030	19.7	P.S. 030 Queens	D	28	EMS	Elementary	C	25.0	5.3	C
58.43	0.0	B	1.6	D	Alison Branker	28Q040	19.2	P.S. 040 Samuel Huntington	D	28	EMS	Elementary	C	25.5	4.7	C
53.84	0.0	A	0.2	F	Patricia M. Mitchell	28Q048	18.4	P.S. 048 William Wordsworth	C	28	EMS	Elementary	D	22.3	3.7	C
54.97	2.0	A	9.7	C	Rina Manjarrez	28Q050	31.9	P.S. 050 Talfourd Lawn Elementary School	B	28	EMS	Elementary	F	45.1	1.5	B
46.28	2.0	B	1.9	D	Anita Prashad	28Q054	22.7	P.S. 054 Hillside	C	28	EMS	Elementary	B	33.9	7.3	C
39.48	2.3	A	0.7	F	Ralph K Honore	28Q055	26.3	P.S. 055 Maure	C	28	EMS	Elementary	C	34.5	5.2	B
2.74	1.5	B	7.4	C	Crystal Taylor Brown	28Q072	27.9	Catherine & Count Basie Middle School 72	C	28	EMS	Middle	C	42.0	5.2	B
56.76	0.8	B	4.2	D	Paulette Glenn	28Q080	18.8	P.S. 080 Thurgood Marshall Magnet	C	28	EMS	Elementary	B	31.0	7.2	C
53.27	5.5	A	11.0	B	Angela Boykin	28Q082	32.2	P.S. 082 Hammond	B	28	EMS	Elementary	A	57.8	9.1	B
48.22	0.0	A	3.8	D	Karen Zuvic	28Q086	33.0	P.S. Q086	B	28	EMS	Elementary	C	41.2	4.4	B
38.66	8.0	A	11.5	B	Paulette Foglio	28Q099	41.6	P.S. 099 Kew Gardens	A	28	EMS	Elementary	B	68.8	7.7	A
14.66	1.0	A	9.1	C	Valerie Capitulo-Saide	28Q101	29.9	P.S. 101 School in the Gardens	B	28	EMS	Elementary	B	46.3	6.3	B
38.31	3.8	A	6.3	C	Paula Cunningham	28Q117	27.9	P.S. 117 J. Keld / Briarwood School	B	28	EMS	Elementary	B	44.3	6.3	B
40.19	6.3	A	11.9	B	Henry Somers	28Q121	41.7	P.S. 121 Queens	A	28	EMS	Elementary	B	67.4	7.5	A
27.27	2.5	A	6.8	C	Monica Bridget Powers-Meade	28Q139	24.1	P.S. 139 Rego Park	C	28	EMS	Elementary	B	40.1	6.7	C
55.74	1.5	B	2.0	D	Elaine Brittenum	28Q140	28.7	P.S. 140 Edward K Ellington	C	28	EMS	Elementary	C	36.8	4.6	B
19.51	4.0	A	6.0	C	Reva Gluck Schneider	28Q144	39.0	P.S. 144 Col Jeromus Remsen	B	28	EMS	Elementary	B	56.0	7.0	A
1.46					Vincent Suraci	28Q157		J.H.S. 157 Stephen A. Halsey		28	HS	High School				
2.99	8.3	A	12.5	B	Vincent Suraci	28Q157	40.4	J.H.S. 157 Stephen A. Halsey	A	28	EMS	Middle	B	67.7	6.5	A
57.13	2.8	A	5.0	D	Jermaine Garden	28Q160	31.5	P.S. 160 Walter Francis Bishop	B	28	EMS	Elementary	C	43.9	4.6	B
38.18	11.8	A	10.6	B	Jill Hoder	28Q161	40.5	P.S. 161 Arthur Ashe School	A	28	EMS	Elementary	A	71.8	8.9	A
23.31	6.5	A	3.9	D	Karin Kelly	28Q174	38.2	P.S. 174 William Sidney Mount	B	28	EMS	Elementary	D	52.4	3.8	A
29.73	6.3	A	12.7	B	Linda Green	28Q175	43.4	P.S. 175 The Lynn Gross Discovery School	A	28	EMS	Elementary	B	69.6	7.2	A
51.73	3.8		3.9	F	Andrew Todd Topol	28Q182	7.8	P.S. 182 Samantha Smith	D	28	EC	K-2	C	19.1	3.6	C
2.99					Marilyn Grant	28Q190		J.H.S. 190 Russell Sage		28	HS	High School				
3.18	3.5	B	11.2	B	Marilyn Grant	28Q190	21.9	J.H.S. 190 Russell Sage	C	28	EMS	Middle	D	39.6	3.0	C
13.79	1.5	A	17.4	A	Susan Migliano	28Q196	52.0	P.S. 196 Grand Central Parkway	A	28	EMS	Elementary	A	80.7	9.8	A
43.18	3.0	A	4.7	D	Nicholas Bologna	28Q206	24.8	P.S. 206 The Horace Harding School	C	28	EMS	Elementary	F	33.7	1.2	B
2.86	7.0	B	9.6	C	Patrick Michael Burns	28Q217	36.2	J.H.S. 217 Robert A. Van Wyck	B	28	EMS	Middle	C	57.8	5.0	B
36.37	6.8	A	3.2	D	Josette Pizarro	28Q220	45.0	P.S. 220 Edward Mandel	A	28	EMS	Elementary	B	61.9	6.9	A
3.37					Deborah Burnett	28Q284		York Early College Academy		28	HS	High School				
3.29	2.8	A	8.9	C	Deborah Burnett	28Q284	26.2	York Early College Academy	B	28	EMS	Middle	A	47.9	10.0	B
2.78					Jaime Anne Dubei	28Q310		Queens Collegiate: A College Board School		28	HS	High School				
2.87	7.5	A	15.3	B	Saul Gootnick	28Q440	40.6	Forest Hills High School	A	28	HS	High School	D	70.3	6.9	B
2.26	0.0	D	8.6	F	Walter Acham	28Q470	29.1	Jamaica High School	D	28	HS	High School	C	45.0	7.3	C
2.57	1.5	B	10.4	D	Stephen Duch	28Q505	32.8	Hillcrest High School	C	28	HS	High School	A	57.1	12.4	C
2.89	4.5	B	19.3	A	Anthony D. Barbetta	28Q620	37.6	Thomas A. Edison Career and Technical Education High School	A	28	HS	High School	B	70.1	8.7	B
3.54	0.0	A	18.2	A	Cynthia Edwards	28Q680	42.7	Queens Gateway to Health Sciences Secondary School	B	28	HS	High School	D	67.1	6.2	A
3.76	0.0	B	14.9	B	Cynthia Edwards	28Q680	32.2	Queens Gateway to Health Sciences Secondary School	B	28	EMS	Middle	C	53.1	6.0	B
3.89	0.0	A	22.0	A	Jie Zhang	28Q687	40.7	Queens High School for the Sciences at York College	A	28	HS	High School	B	72.3	9.6	B
2.59	4.5	C	15.2	B	Diahann E. Malcolm	28Q690	32.0	High School for Law Enforcement and Public Safety	B	28	HS	High School	C	60.0	8.3	C
3.06					Avionne Gumbs	28Q896		Young Women's Leadership School, Queens		28	HS	High School				
3.00	3.5	A	9.6	C	Avionne Gumbs	28Q896	18.6	Young Women's Leadership School, Queens	C	28	EMS	Middle	C	36.3	4.6	C
53.23	2.8	A	3.3	D	Antonio K'tori	29Q015	17.0	P.S. 015 Jackie Robinson	C	29	EMS	Elementary	B	31.2	8.1	D
36.88	1.0	A	4.0	D	Erich Wagner	29Q033	0.2	P.S. 033 Edward M. Funk	C	29	EMS	Elementary	A	15.0	9.8	F
59.68	5.5	A	12.7	B	Pauline Shakespeare	29Q034	27.3	P.S. 034 John Harvard	B	29	EMS	Elementary	A	54.5	9.0	B
45.15	0.0	B	3.0	D	Mark Dempsey	29Q035	9.3	P.S. 035 Nathaniel Woodhull	D	29	EMS	Elementary	F	12.3	0.0	F
52.43	2.8	B	1.1	F	Lynn Staton	29Q036	15.0	P.S. 036 Saint Albans School	D	29	EMS	Elementary	B	25.4	6.5	D
49.84	0.0	A	1.1	F	Beverly Mitchell	29Q037	7.4	Cynthia Jenkins School	C	29	EMS	Elementary	C	13.2	4.7	F
54.74	2.3	B	4.1	D	Cassandra A. Hundley	29Q038	34.2	P.S. 038 Rosedale	B	29	EMS	Elementary	A	52.8	12.2	B
55.77	7.8	A	7.3	C	Linda Pough	29Q052	44.1	P.S. 052 Queens	A	29	EMS	Elementary	C	64.4	5.2	A
